Year,Country,Industry,Sales,Assets,Profits,Market Value,Sales Growth,Assets Growth,Profits Growth,Market Value Growth,clusters
2016,United States of America,Aerospace & Defense,253325,269026,17914,317947,-1.669856032,-5.628422393,-10.88892205,-11.30641211,0
2016,United States of America,Air Courier,114167,78712,6437,146875,1.933911304,5.696253525,8.403502863,2.234364668,0
2016,United States of America,Airline,151161,180052,23248,119887,3.649940345,11.4003935,262.3441397,-5.539797349,0
2016,United States of America,Banking,541582,11601202,109958,1192620,5.003945534,2.636384757,29.42021139,-2.915261081,1
2016,United States of America,Business Services & Supplies,171706,350176,13390,357666,13.35001287,25.42524652,-7.79506955,4.360080882,0
2016,United States of America,Capital Goods,189990,257624,15793,262415,-15.70723137,-8.238529104,-22.12140638,-11.99945003,0
2016,United States of America,Casinos & Gaming,29313,68919,7420,60617,-24.3144849,-15.60559862,1038.03681,-14.32831602,0
2016,United States of America,Chemicals,200658,293540,21385,373796,-11.34468818,-6.27564297,-6.345800123,-10.9173844,0
2016,United States of America,Conglomerates,305168,783189,19844,666777,-9.940623045,-15.77154755,-42.99011721,4.188138893,0
2016,United States of America,Construction,110405,101812,5583,105375,40.69708169,36.27079625,27.96241118,76.93134308,0
2016,United States of America,Consumer Durables,944564,1014556,59439,1143376,-2.617047512,4.058733272,14.85131297,-2.38610121,0
2016,United States of America,Diversified Financials,666751,9688346,95539,1316408,1.486333042,2.404874839,-1.13416464,2.066041693,1
2016,United States of America,Diversified Metals & Mining,81925,138375,-13261,68656,-24.62577398,-18.63548698,12293.45794,-4.837413024,0
2016,United States of America,Drugs & Biotechnology,718739,893090,62841,1495949,14.2682033,36.85000881,15.07654556,2.810124668,0
2016,United States of America,Food Markets,207458,62280,3541,73779,10.0006893,4.572090602,5.57543232,-10.08482219,0
2016,United States of America,"Food, Drink & Tobacco",456767,576907,47507,1095624,-12.5163517,0.272883545,6.570505631,3.813420405,0
2016,United States of America,Health Care Equipment & Services,889251,1008495,51437,1272279,6.431100228,14.83921292,-5.799941396,1.738287669,0
2016,United States of America,"Hotels, Restaurants & Leisure",150007,198333,16047,382807,2.932760596,0.832761382,9.558271318,0.951745526,0
2016,United States of America,IT Software & Services,406176,804583,55522,1916827,3.610511655,9.046171444,-23.89659521,19.00997365,0
2016,United States of America,Insurance,460507,3849828,35773,448121,-6.729170338,-4.995463022,-12.93353129,-10.5641519,0
2016,United States of America,Materials,71449,100332,2859,87504,-5.053686281,19.85951164,-34.68128855,4.946030223,0
2016,United States of America,Media,346809,681703,34725,730299,-9.907571932,-6.568927898,-26.380173,-16.59740233,0
2016,United States of America,Oil & Gas Operations,949857,1691427,-47973,1370157,-35.6859349,-11.53314473,-144.1411102,-15.89397225,0
2016,United States of America,Real Estate,71760,631623,13554,482693,14.43880968,-6.357689924,6.859035005,-2.150609566,0
2016,United States of America,Retailing,1683581,866101,55665,1441714,4.153698346,4.997211716,22.51568174,0.54880409,0
2016,United States of America,Semiconductors,148435,266524,28064,488111,-7.827247889,3.398457504,-16.27185393,-7.61562455,0
2016,United States of America,Technology Hardware & Equipment,499166,647947,76681,932256,15.87384861,9.172044279,12.31361865,-14.26884602,0
2016,United States of America,Telecommunications Services,317363,777943,36725,526529,7.828134397,20.68822149,110.6757687,13.11284883,0
2016,United States of America,Transportation,75855,155264,9699,170923,7.606429007,15.76671289,-7.026457055,-10.24083099,0
2016,United States of America,Utilities,305491,1187231,20635,560660,-7.770176434,2.784066462,-27.76377512,4.501119269,0
2017,United States of America,Aerospace & Defense,270440,288295,19768,406488,6.756143294,7.162504739,10.34944736,27.84772305,0
2017,United States of America,Air Courier,124170,89949,5767,153733,8.761726243,14.27609513,-10.40857542,4.669276596,0
2017,United States of America,Airline,149330,199821,13119,128012,-1.211291272,10.97960589,-43.5693393,6.777215211,0
2017,United States of America,Banking,547860,11902014,110213,1493006,1.159196576,2.592938215,0.231906728,25.18706713,1
2017,United States of America,Business Services & Supplies,182703,391228,13588,440895,6.404551967,11.72324774,1.478715459,23.27003405,0
2017,United States of America,Capital Goods,171676,253459,11138,332847,-9.639454708,-1.616697202,-29.4750839,26.83992912,0
2017,United States of America,Casinos & Gaming,25331,61330,3013,72671,-13.58441647,-11.01147724,-59.393531,19.88551067,0
2017,United States of America,Chemicals,184333,287684,17331,401131,-8.135733437,-1.994958098,-18.957213,7.312812336,0
2017,United States of America,Conglomerates,300321,660224,29392,666926,-1.588305458,-15.70055248,48.11529933,0.022346302,0
2017,United States of America,Construction,116432,113082,6106,120011,5.458991893,11.06942207,9.367723446,13.88944247,0
2017,United States of America,Consumer Durables,885250,1068015,58878,1135025,-6.27951097,5.269201503,-0.943824762,-0.730380907,0
2017,United States of America,Diversified Financials,704491,10001444,100869,1531072,5.660283974,3.231697134,5.578873549,16.3067985,1
2017,United States of America,Diversified Metals & Mining,92905,133346,-3936,93918,13.40250229,-3.63432701,-70.31898047,36.79503612,0
2017,United States of America,Drugs & Biotechnology,731207,779908,57847,1310224,1.734704809,-12.67307886,-7.947040945,-12.41519597,0
2017,United States of America,Food Markets,239537,78588,3807,74695,15.46288887,26.1849711,7.512002259,1.241545697,0
2017,United States of America,"Food, Drink & Tobacco",462621,718082,62034,1271197,1.281616229,24.47101526,30.57865157,16.02493191,0
2017,United States of America,Health Care Equipment & Services,918488,966947,55995,1259449,3.287823123,-4.11980228,8.861325505,-1.008426611,0
2017,United States of America,"Hotels, Restaurants & Leisure",149712,203467,17124,383240,-0.196657489,2.588575779,6.711534866,0.113111829,0
2017,United States of America,IT Software & Services,414010,886170,74567,2285217,1.928720555,10.14028385,34.30171824,19.21874014,0
2017,United States of America,Insurance,458645,3956038,26322,503660,-0.404336959,2.75882455,-26.41936656,12.39375079,0
2017,United States of America,Materials,72203,114397,3667,96561,1.055298185,14.01845872,28.26162994,10.35038398,0
2017,United States of America,Media,335531,747634,39222,833450,-3.251934062,9.671513841,12.95032397,14.12448874,0
2017,United States of America,Oil & Gas Operations,779651,1595000,-25717,1387430,-17.91911835,-5.700925905,-46.3927626,1.26065845,0
2017,United States of America,Real Estate,75010,595583,17190,515405,4.528985507,-5.705935344,26.82602922,6.776978328,0
2017,United States of America,Retailing,1741619,904418,61603,1555105,3.447294784,4.424079871,10.66738525,7.865013449,0
2017,United States of America,Semiconductors,158463,289698,27481,606449,6.755819045,8.694901772,-2.077394527,24.24407563,0
2017,United States of America,Technology Hardware & Equipment,468391,767652,61901,1075144,-6.165283693,18.47450486,-19.27465735,15.32712045,0
2017,United States of America,Telecommunications Services,329889,789710,28369,549119,3.946899922,1.512578685,-22.75289312,4.290361974,0
2017,United States of America,Trading Companies,14529,1497,54,1429,31.2584696,38.99721448,3.846153846,-19.58356781,0
2017,United States of America,Transportation,77579,155988,9096,202061,2.272757234,0.466302556,-6.217135787,18.21755995,0
2017,United States of America,Utilities,308001,1292691,17854,624839,0.821628133,8.882854306,-13.47710201,11.44704455,0
2018,United States of America,Aerospace & Defense,284007,333972,22305,572265,5.01663955,15.84384051,12.83387293,40.78275373,0
2018,United States of America,Air Courier,138799,99527,10088,179380,11.78142869,10.64825623,74.92630484,16.68282021,0
2018,United States of America,Airline,159803,197754,13257,119490,7.01332619,-1.034425811,1.051909444,-6.657188389,0
2018,United States of America,Banking,620026,12383420,104460,1760706,13.1723433,4.044744024,-5.21989239,17.93026954,1
2018,United States of America,Business Services & Supplies,224493,490616,23820,569608,22.87318763,25.40411218,75.30173683,29.19357217,0
2018,United States of America,Capital Goods,204454,291505,15290,429534,19.09294252,15.01071179,37.27778775,29.04848173,0
2018,United States of America,Casinos & Gaming,36650,88168,6315,108927,44.68437882,43.75998696,109.591769,49.89060285,0
2018,United States of America,Chemicals,207257,396293,17045,462296,12.43618885,37.75288163,-1.650222145,15.2481359,0
2018,United States of America,Conglomerates,312459,680580,6640,580941,4.041675407,3.083196006,-77.40881873,-12.89273473,0
2018,United States of America,Construction,121316,129559,6584,132015,4.1947231,14.5708424,7.828365542,10.00241645,0
2018,United States of America,Consumer Durables,880646,1074379,41680,1091369,-0.520079074,0.595871781,-29.20955195,-3.846258893,0
2018,United States of America,Diversified Financials,773471,10193839,119722,2058412,9.791466463,1.923672222,18.69057887,34.44253438,1
2018,United States of America,Diversified Metals & Mining,112290,150985,7104,117306,20.86540014,13.22799334,-280.4878049,24.90257459,0
2018,United States of America,Drugs & Biotechnology,771081,807485,55464,1314198,5.453175366,3.535929879,-4.119487614,0.303306915,0
2018,United States of America,Food Markets,226110,77831,4091,86479,-5.605397079,-0.963251387,7.459942212,15.77615637,0
2018,United States of America,"Food, Drink & Tobacco",457378,714988,58378,1015480,-1.133325119,-0.430870012,-5.893542251,-20.1162369,0
2018,United States of America,Health Care Equipment & Services,985560,1092734,43672,1547370,7.302436178,13.00867576,-22.00732208,22.86087011,0
2018,United States of America,"Hotels, Restaurants & Leisure",156322,217922,21975,448044,4.415143743,7.104346159,28.32866153,16.9095084,0
2018,United States of America,IT Software & Services,502411,999208,66796,3059571,21.35238279,12.75579178,-10.42150013,33.88535968,0
2018,United States of America,Insurance,489264,4156204,36336,523189,6.675969432,5.059759284,38.04422156,3.877417305,0
2018,United States of America,Materials,80501,123412,7158,102519,11.49259726,7.88045141,95.20043632,6.170192935,0
2018,United States of America,Media,336705,1020872,56279,635592,0.349893154,36.54702702,43.48834838,-23.73963645,0
2018,United States of America,Oil & Gas Operations,982389,1622639,57646,1561764,26.00368626,1.732852665,-324.1552281,12.56524653,0
2018,United States of America,Real Estate,88702,598818,17323,505697,18.25356619,0.543165268,0.773705643,-1.883567292,0
2018,United States of America,Retailing,1815178,985052,58356,2013644,4.223598847,8.915567802,-5.270847199,29.48604757,0
2018,United States of America,Semiconductors,230090,409608,41677,987526,45.20108795,41.39137999,51.65750882,62.83743563,0
2018,United States of America,Technology Hardware & Equipment,505893,800060,53458,1392823,8.006558623,4.221704627,-13.63952117,29.54757688,0
2018,United States of America,Telecommunications Services,321998,861943,64040,495304,-2.392016709,9.146775399,125.7393634,-9.800243663,0
2018,United States of America,Trading Companies,15989,1670,30,880,10.04886778,11.55644623,-44.44444444,-38.41847446,0
2018,United States of America,Transportation,88796,165353,25330,270191,14.45880973,6.003666949,178.4740545,33.71754074,0
2018,United States of America,Utilities,311188,1284028,32448,616442,1.0347369,-0.670152418,81.74078638,-1.34386618,0
2019,United States of America,Aerospace & Defense,295371,333930,29575,546449,4.001309827,-0.012575905,32.59358888,-4.511196736,0
2019,United States of America,Banking,401501,7965914,99740,1040275,-35.24448975,-35.6727463,-4.518475972,-40.91716618,1
2019,United States of America,Business Services & Supplies,565836,6777857,86913,1535804,152.0506207,1281.49938,264.8740554,169.6247244,1
2019,United States of America,Capital Goods,220570,272276,22891,366973,7.882457668,-6.596456322,49.71223022,-14.564854,0
2019,United States of America,Chemicals,202110,352296,16090,330986,-2.483390187,-11.10213907,-5.602816075,-28.40387977,0
2019,United States of America,Conglomerates,320073,693128,1815,646473,2.436799708,1.843721532,-72.66566265,11.28031934,0
2019,United States of America,Construction,178719,161848,10285,152735,47.3169244,24.9222362,56.21202916,15.69518615,0
2019,United States of America,Consumer Durables,678700,938234,35142,1064907,-22.93157523,-12.67197144,-15.68618042,-2.424661137,0
2019,United States of America,Diversified Financials,925219,10683368,132464,2494856,19.61909367,4.802204547,10.64298959,21.20294674,1
2019,United States of America,Drugs & Biotechnology,1196361,1250450,87551,1892431,55.15373871,54.85736577,57.85194,43.99892558,0
2019,United States of America,Food Markets,237340,77675,4853,69748,4.966609173,-0.200434274,18.62625275,-19.34689347,0
2019,United States of America,"Food, Drink & Tobacco",462304,757218,43841,1084966,1.077008514,5.906392835,-24.90150399,6.842675385,0
2019,United States of America,Health Care Equipment & Services,269882,439138,23564,761788,-72.61638053,-59.81290964,-46.04323136,-50.76885296,0
2019,United States of America,"Hotels, Restaurants & Leisure",191017,303593,24060,561061,22.19457274,39.31268986,9.488054608,25.22453152,0
2019,United States of America,IT Software & Services,551616,1053304,118873,3563182,9.79377442,5.413887799,77.96424936,16.46018347,0
2019,United States of America,Insurance,658549,3177307,42332,702341,34.59992969,-23.5526697,16.50154117,34.24231014,0
2019,United States of America,Materials,211040,280507,15805,188476,162.1582341,127.2931319,120.8019,83.84494581,0
2019,United States of America,Media,336781,763254,32783,830021,0.022571687,-25.23509314,-41.74914266,30.5902214,0
2019,United States of America,Oil & Gas Operations,1115233,1647568,83704,1415417,13.52254555,1.536324469,45.20348333,-9.370621938,0
2019,United States of America,Retailing,1966680,1091062,58960,2247130,8.346399086,10.76186841,1.03502639,11.59519756,0
2019,United States of America,Semiconductors,235905,413641,66251,1018532,2.527271937,0.98459991,58.96297718,3.139765434,0
2019,United States of America,Technology Hardware & Equipment,595857,816659,84936,1551380,17.78320712,2.074719396,58.88360956,11.38385854,0
2019,United States of America,Telecommunications Services,333744,903919,32592,503923,3.647848744,4.869927594,-49.10680824,1.740143427,0
2019,United States of America,Trading Companies,198725,80337,3808,78286,1142.885734,4710.598802,12593.33333,8796.136364,0
2019,United States of America,Transportation,406985,489333,34528,574545,358.3370873,195.9323387,36.31267272,112.6440185,0
2019,United States of America,Utilities,323807,1398259,27293,743627,4.055104953,8.896301327,-15.88695759,20.63211137,0
2020,United States of America,Aerospace & Defense,356845,546158,19987,477162,20.81246974,63.5546372,-32.41927303,-12.67949983,0
2020,United States of America,Banking,400996,8825327,79422,708819,-0.125778018,10.78863016,-20.37096451,-31.86234409,1
2020,United States of America,Business Services & Supplies,567419,7181431,81901,1624587,0.279763041,5.954300895,-5.766686226,5.780880894,1
2020,United States of America,Capital Goods,232404,317762,23269,339626,5.365190189,16.7058426,1.651304006,-7.452046881,0
2020,United States of America,Chemicals,195493,329259,6012,300879,-3.273959725,-6.539103481,-62.63517713,-9.096155124,0
2020,United States of America,Conglomerates,231207,543136,26049,471953,-27.76429127,-21.63987027,1335.206612,-26.99571366,0
2020,United States of America,Construction,198886,181548,9756,157774,11.28419474,12.17191439,-5.143412737,3.299178315,0
2020,United States of America,Consumer Durables,673451,980230,29528,1065889,-0.773390305,4.47606887,-15.97518639,0.092214625,0
2020,United States of America,Diversified Financials,992707,12408008,195153,2196465,7.294273032,16.14322375,47.32531103,-11.96024941,1
2020,United States of America,Drugs & Biotechnology,1359243,1408959,96295,2209493,13.61478684,12.67615658,9.987321675,16.75421719,0
2020,United States of America,Food Markets,256113,92381,3687,63043,7.909749726,18.93273254,-24.02637544,-9.613178873,0
2020,United States of America,"Food, Drink & Tobacco",476582,778494,43335,1054363,3.088443968,2.809758881,-1.154170753,-2.820641384,0
2020,United States of America,Health Care Equipment & Services,290220,491108,31496,925035,7.535886054,11.83454859,33.66151757,21.42945281,0
2020,United States of America,"Hotels, Restaurants & Leisure",200441,353842,23528,451357,4.933592298,16.55143564,-2.21113882,-19.55295414,0
2020,United States of America,IT Software & Services,649926,1253118,136245,4301681,17.82218065,18.97021183,14.61391569,20.72582877,0
2020,United States of America,Insurance,714613,3504246,52158,691326,8.513261731,10.28981461,23.2117547,-1.568326497,0
2020,United States of America,Materials,172200,270828,7064,177228,-18.40409401,-3.450537776,-55.30528314,-5.967868588,0
2020,United States of America,Media,364961,899772,44688,757055,8.367455409,17.88631308,36.31455327,-8.790861918,0
2020,United States of America,Oil & Gas Operations,1048133,1634484,13759,793036,-6.016679922,-0.794140212,-83.56231482,-43.97156456,0
2020,United States of America,Retailing,2110842,1295318,74592,2586200,7.33022149,18.72084263,26.51289009,15.08902467,0
2020,United States of America,Semiconductors,227126,447841,50840,1085577,-3.721413281,8.268039193,-23.26153567,6.582512871,0
2020,United States of America,Technology Hardware & Equipment,598538,758371,83123,1720466,0.44994017,-7.137373126,-2.134548366,10.8990705,0
2020,United States of America,Telecommunications Services,341985,948442,23682,496223,2.469257874,4.925551958,-27.33799705,-1.528011224,0
2020,United States of America,Trading Companies,196175,81722,2927,67390,-1.283180274,1.723987702,-23.1355042,-13.91819738,0
2020,United States of America,Transportation,414324,541371,25737,437816,1.803260562,10.63447591,-25.46049583,-23.79778781,0
2020,United States of America,Utilities,321186,1537373,31836,751042,-0.809432779,9.949086686,16.64529367,0.997139695,0
2021,United States of America,Aerospace & Defense,348432,603147,3912,665782,-2.357606244,10.43452627,-80.42727773,39.52955181,0
2021,United States of America,Banking,370637,9475381,71315,1175695,-7.570898463,7.365778061,-10.20749918,65.86674454,1
2021,United States of America,Business Services & Supplies,538457,8190353,67097,2600776,-5.104164647,14.04903842,-18.07548137,60.08844094,1
2021,United States of America,Capital Goods,210315,347735,19989,641117,-9.504569629,9.432531266,-14.09600756,88.77147215,0
2021,United States of America,Chemicals,180240,363298,8784,488146,-7.802325403,10.33806213,46.10778443,62.23997022,0
2021,United States of America,Conglomerates,226135,578857,24747,742747,-2.193705208,6.576805809,-4.998272486,57.37732359,0
2021,United States of America,Construction,223637,235479,14339,326137,12.44481763,29.7061934,46.97621976,106.7114987,0
2021,United States of America,Consumer Durables,625665,1009092,37233,2069633,-7.095690704,2.944411006,26.093877,94.16965556,0
2021,United States of America,Diversified Financials,951396,13711769,174227,3092641,-4.161449451,10.50741586,-10.72286872,40.80083225,1
2021,United States of America,Drugs & Biotechnology,1340927,1453026,60863,2450074,-1.347514756,3.12762827,-36.79526455,10.88851605,0
2021,United States of America,Food Markets,324290,128049,3106,96946,26.61989044,38.60967082,-15.75806889,53.77758038,0
2021,United States of America,"Food, Drink & Tobacco",511135,985863,59146,1353915,7.250168911,26.63719952,36.48551979,28.41070865,0
2021,United States of America,Health Care Equipment & Services,306837,570151,39040,1333331,5.725656399,16.09483046,23.9522479,44.13843801,0
2021,United States of America,"Hotels, Restaurants & Leisure",109433,366096,-17077,674211,-45.40388443,3.463127611,-172.5816049,49.37422041,0
2021,United States of America,IT Software & Services,717768,1431669,149564,7091153,10.43841914,14.24853845,9.775771588,64.84609156,0
2021,United States of America,Insurance,898531,3771361,57568,1060650,25.73672743,7.622609828,10.37233023,53.42255318,0
2021,United States of America,Materials,158491,263769,8476,301775,-7.961091754,-2.606451327,19.98867497,70.27501298,0
2021,United States of America,Media,347979,919922,20420,1153535,-4.65309992,2.239456218,-54.30540637,52.37136007,0
2021,United States of America,Oil & Gas Operations,667457,1378265,-83404,968408,-36.31943656,-15.67583409,-706.1777745,22.11400239,0
2021,United States of America,Retailing,2302014,1472446,81487,3629061,9.056670277,13.67447993,9.243618619,40.3240662,0
2021,United States of America,Semiconductors,260194,501797,60496,1922569,14.5593195,12.04802597,18.99291896,77.10111765,0
2021,United States of America,Technology Hardware & Equipment,618129,807161,86850,2931670,3.273142223,6.433526598,4.483716901,70.39976378,0
2021,United States of America,Telecommunications Services,335926,936892,12748,533950,-1.771715134,-1.217786644,-46.17008699,7.602831791,0
2021,United States of America,Trading Companies,142429,63413,2916,91358,-27.39696699,-22.40400382,-0.375811411,35.56610773,0
2021,United States of America,Transportation,316554,572023,-14350,746341,-23.59747444,5.661921307,-155.7563042,70.46910117,0
2021,United States of America,Utilities,311997,1615096,27302,912517,-2.86095907,5.05557207,-14.24173891,21.50012915,0
2022,United States of America,Aerospace & Defense,253450,399397,25373,561636,-27.25983836,-33.7811512,548.5940695,-15.64265781,0
2022,United States of America,Banking,402118,10718799,119361,1165147,8.493755346,13.12261744,67.37152072,-0.89717146,1
2022,United States of America,Business Services & Supplies,536773,8403836,99584,2144948,-0.312745493,2.606517692,48.41796205,-17.52661513,1
2022,United States of America,Capital Goods,243546,360555,28257,563561,15.80058484,3.686715459,41.36274951,-12.09701193,0
2022,United States of America,Chemicals,234323,376193,32346,490441,30.00610297,3.549427743,268.2377049,0.470146227,0
2022,United States of America,Conglomerates,144490,320237,24049,554507,-36.10453932,-44.67770106,-2.820543904,-25.3437577,0
2022,United States of America,Construction,232199,225154,22486,261049,3.828525691,-4.384679738,56.81707232,-19.95725723,0
2022,United States of America,Consumer Durables,551746,809500,47167,2057813,-11.8144694,-19.779366,26.68063277,-0.571115749,0
2022,United States of America,Diversified Financials,1070829,15631532,281591,3531781,12.55344778,14.00084118,61.62305498,14.19951427,1
2022,United States of America,Drugs & Biotechnology,1561635,1551931,136557,2773479,16.45935983,6.806829334,124.3678425,13.19980539,0
2022,United States of America,Food Markets,367500,133923,4481,121131,13.32449351,4.587306422,44.26915647,24.94687764,0
2022,United States of America,"Food, Drink & Tobacco",548237,799372,57422,1431480,7.258747689,-18.91652288,-2.914820952,5.728941625,0
2022,United States of America,Health Care Equipment & Services,345161,604062,50945,1295525,12.49001913,5.947722621,30.49436475,-2.835454962,0
2022,United States of America,"Hotels, Restaurants & Leisure",131831,343720,-311,546481,20.4673179,-6.112058039,-98.17883703,-18.94510769,0
2022,United States of America,IT Software & Services,902299,1600521,218909,5997883,25.70900347,11.79406692,46.36476692,-15.41737994,0
2022,United States of America,Insurance,949974,3673566,82700,1219609,5.725233743,-2.593095702,43.65619789,14.98694197,0
2022,United States of America,Materials,282090,337931,36822,375086,77.9848698,28.1162684,334.4266163,24.29326485,0
2022,United States of America,Media,407204,991279,39912,836811,17.01970521,7.756853298,95.45543585,-27.45681752,0
2022,United States of America,Oil & Gas Operations,1183667,1666363,86795,1714459,77.33981365,20.90294682,-204.0657522,77.03891335,0
2022,United States of America,Retailing,2466591,1528776,116222,3142516,7.149261473,3.825607187,42.62643121,-13.4069116,0
2022,United States of America,Semiconductors,331490,617205,87547,1928322,27.40109303,22.9989418,44.71535308,0.299235034,0
2022,United States of America,Technology Hardware & Equipment,737785,815222,138872,3267830,19.3577716,0.998685516,59.89867588,11.46650203,0
2022,United States of America,Telecommunications Services,318836,967347,44819,405715,-5.08742997,3.250641483,251.5767179,-24.01629366,0
2022,United States of America,Trading Companies,192400,107614,6217,123088,35.08484929,69.70337313,113.2030178,34.73149587,0
2022,United States of America,Transportation,424839,580462,33389,676383,34.2074338,1.475290329,-332.6759582,-9.373463336,0
2022,United States of America,Utilities,385438,1749266,31948,998347,23.53900839,8.307246133,17.01706835,9.405852165,0
